"Date","E","P","Temp","Q"
"6/6/2019 12:00",1.4901,0,1.4,0.175
"6/7/2019 12:00",1.1328,9.9,-1.6,0.345
"6/8/2019 12:00",0.8696,1.5,-4,0.28
"6/9/2019 12:00",1.2759,0.8,-3.5,0.225
"6/10/2019 12:00",1.5795,0.3,-2.6,0.225
"6/11/2019 12:00",1.8611,0,-1,0.225
"6/12/2019 12:00",1.3866,0,2.3,0.175
"6/13/2019 12:00",0.965,6.4,1.5,0.225
"6/14/2019 12:00",0.8448,12.4,0.5,0.692
"6/15/2019 12:00",1.849,0.8,1.7,0.542
"6/16/2019 12:00",2.4418,5.8,1,0.476
"6/17/2019 12:00",1.8222,1,1.2,0.476
"6/18/2019 12:00",1.8643,14.7,1.3,0.411
"6/19/2019 12:00",1.8383,1.8,3,0.476
"6/20/2019 12:00",1.1592,11.2,2.9,0.607
"6/21/2019 12:00",1.1539,4.3,-3.2,0.476
"6/22/2019 12:00",1.0084,0,-5.68061,0.411
"6/23/2019 12:00",1.0807,0.254,-7.20881,0.411
"6/24/2019 12:00",1.008,3.556,-5.14379,0.345
"6/25/2019 12:00",1.008,1.016,0.437057,0.345
"6/26/2019 12:00",1.0164,0.762,-0.778096,0.28
"6/27/2019 12:00",0.9958,2.286,-2.06873,0.28
"6/28/2019 12:00",1.0218,0.254,0.141937,0.28
"6/29/2019 12:00",0.9576,0,3.2,0.28
"6/30/2019 12:00",0.9062,0,-0.6,0.28
"7/1/2019 12:00",1.0156,0,0.7,0.28
"7/2/2019 12:00",1.4726,0,5.1,0.28
"7/3/2019 12:00",1.9159,0,6.4,0.28
"7/4/2019 12:00",2.2691,0,7.1,0.345
"7/5/2019 12:00",2.3294,0,6.3,0.476
"7/6/2019 12:00",1.8959,0,2.5,0.476
"7/7/2019 12:00",1.1221,0,3.2,0.411
"7/8/2019 12:00",1.5081,0,3.1,0.411
"7/9/2019 12:00",1.3236,0,-4.7,0.476
"7/10/2019 12:00",1.42,0,-10,0.28
"7/11/2019 12:00",1.8,0,-1.3,0.28
"7/12/2019 12:00",1.85,0,2.9,0.28
"7/13/2019 12:00",1.95,7.9,0.3,0.28
"7/14/2019 12:00",2.05,0.5,-0.3,0.345
"7/15/2019 12:00",2.12,0,4.4,0.225
"7/16/2019 12:00",2.23,0,6.4,0.28
"7/17/2019 12:00",2.45,0,6,0.411
"7/18/2019 12:00",2.46,0,5.8,0.411
"7/19/2019 12:00",2.35,0.8,-0.1,0.345
"7/20/2019 12:00",2.55,0.5,1.5,0.28
"7/21/2019 12:00",2.56,0,5.1,0.345
"7/22/2019 12:00",2.61,10.4,3.9,0.607
"7/23/2019 12:00",2.64,18.3,-0.1,0.607
"7/24/2019 12:00",2.69,0,1.5,0.542
"7/25/2019 12:00",2.7,0,0.5,0.542
"7/26/2019 12:00",2.71,0,3.1,0.476
"7/27/2019 12:00",2.74,0,6.7,0.476
"7/28/2019 12:00",2.85,0,8.8,0.542
"7/29/2019 12:00",2.89,0,7.1,0.607
"7/30/2019 12:00",2.91,0,4.7,0.607
"7/31/2019 12:00",2.85,0,3.4,0.607
"8/1/2019 12:00",2.96,0,4,0.476
"8/2/2019 12:00",3.01,0,7.4,0.476
"8/3/2019 12:00",3.05,0,8.7,0.542
"8/4/2019 12:00",3.12,0,9.5,0.476
"8/5/2019 12:00",3.15,0,10.5,0.542
"8/6/2019 12:00",3,3.3,5.8,0.542
"8/7/2019 12:00",3.2,2.8,7.5,0.542
"8/8/2019 12:00",3.24,15.5,5.3,0.542
"8/9/2019 12:00",3.19,14.2,3.2,0.692
"8/10/2019 12:00",3.29,7.4,5,0.542
"8/11/2019 12:00",3.3899,2.8,2.6,0.542
"8/12/2019 12:00",3.0826,4.6,3.8,0.542
"8/13/2019 12:00",3.1304,0.5,5.6,0.542
"8/14/2019 12:00",2.684,6.6,8.7,0.542
"8/15/2019 12:00",2.5413,46.2,5.6,1.33
"8/16/2019 12:00",2.8678,4.6,4.1,1.75
"8/17/2019 12:00",2.268,0,3.8,1.33
"8/18/2019 12:00",2.0304,0.5,7.3,0.945
"8/19/2019 12:00",2.519,2.5,7.2,0.861
"8/20/2019 12:00",2.5638,0.5,4.9,0.607
"8/21/2019 12:00",2.1379,2,5.5,0.607
"8/22/2019 12:00",2.457,0.3,6.9,0.542
"8/23/2019 12:00",3.3464,0.5,7.9,0.476
"8/24/2019 12:00",3.7493,0,11.3,0.476
"8/25/2019 12:00",2.5739,0,13.2,0.411
"8/26/2019 12:00",1.49,0,13.5,0.345
"8/27/2019 12:00",1.3794,0,11.1,0.345
"8/28/2019 12:00",2.3712,0,3.6,0.345
"8/29/2019 12:00",2.1236,0,5.1,0.28
"8/30/2019 12:00",1.6975,0,7.9,0.28
"8/31/2019 12:00",2.1537,0,7.1,0.28
"9/1/2019 12:00",1.8167,6,6.7,0.345
"9/2/2019 12:00",1.8457,16,7.7,0.607
"9/3/2019 12:00",1.8805,8,7.4,0.607
"9/4/2019 12:00",2.6183,7,7.5,0.607
"9/5/2019 12:00",2.9969,0,10.6,0.542
"9/6/2019 12:00",2.3339,6,10.9,0.476
"9/7/2019 12:00",2.1742,0,10.6,0.476
"9/8/2019 12:00",2.2013,0,12.4,0.411
"9/9/2019 12:00",2.6139,7,9.2,0.345
"9/10/2019 12:00",2.3275,1,9.2,0.345
"9/11/2019 12:00",2.45,12,6.1,0.476
"9/12/2019 12:00",2.49,12,6.1,0.776
"9/13/2019 12:00",2.51,2,7.3,0.861
"9/14/2019 12:00",1.88,0,10.1,0.692
"9/15/2019 12:00",2.65,0,10.5,0.607
"9/16/2019 12:00",2.7,8,7.6,0.692
"9/17/2019 12:00",2.75,10,8.2,0.861
"9/18/2019 12:00",2.76,9,8.7,0.945
"9/19/2019 12:00",2.78,32,9.2,1.53
"9/20/2019 12:00",2.8,0,11.3,1.75
"9/21/2019 12:00",2.82,0,10,1.53
"9/22/2019 12:00",2.84,0,6.6,1.23
"9/23/2019 12:00",2.86,0,9,0.945
"9/24/2019 12:00",3,7,11.6,0.861
"9/25/2019 12:00",3.01,0,12.9,0.776
"9/26/2019 12:00",3.05,0,11.3,0.776
"9/27/2019 12:00",3.06,0,13.2,0.411
"9/28/2019 12:00",3.1,0,13.2,0.411
"9/29/2019 12:00",3.12,0,13.2,0.411
"9/30/2019 12:00",3.15,0,11.2,0.411
"10/1/2019 12:00",3.18,0,8,0.411
"10/2/2019 12:00",3.2,0,7.7,0.411
"10/3/2019 12:00",3.3,0,9,0.411
"10/4/2019 12:00",3.5,0,11.1,0.345
"10/5/2019 12:00",3.4,0,13.5,0.28
"10/6/2019 12:00",3.6,0,16.1,0.225
"10/7/2019 12:00",3.7,0,16.8,0.225
"10/8/2019 12:00",3.4,0,14,0.28
"10/9/2019 12:00",3.5,0,10.8,0.28
"10/10/2019 12:00",3.6,0,15.9,0.225
"10/11/2019 12:00",3.6,0,17.9,0.175
"10/12/2019 12:00",3.4,0,14.4,0.175
"10/13/2019 12:00",3.5,0,14.2,0.175
"10/14/2019 12:00",3.8,0,10.3,0.13
"10/15/2019 12:00",3.7,0,9.7,0.13
"10/16/2019 12:00",3.89,0,11.8,0.13
"10/17/2019 12:00",3.84,0,13.4,0.13
"10/18/2019 12:00",3.91,0,12.7,0.13
"10/19/2019 12:00",3.94,0,15.4,0.13
"10/20/2019 12:00",3.95,0,18.5,0.13
"10/21/2019 12:00",3.95,0,19.8,0.09
"10/22/2019 12:00",4,0,19,0.09
"10/23/2019 12:00",4,0,13.7,0.09
"10/24/2019 12:00",4,0,14.7,0.09
"10/25/2019 12:00",4,0,17.3,0.09
"10/26/2019 12:00",4,0,18,0.09
"10/27/2019 12:00",4,0,14.2,0.225
"10/28/2019 12:00",4,17,14.3,0.411
"10/29/2019 12:00",4,1.2,13.5,0.345
"10/30/2019 12:00",4,0,11.3,0.345
"10/31/2019 12:00",4,0.8,11.5,0.345
"11/1/2019 12:00",4.01,0,14.6,0.28
"11/2/2019 12:00",4.02,0,18.8,0.28
"11/3/2019 12:00",4.03,0,17.1,0.225
"11/4/2019 12:00",4.04,0,13.9,0.175
"11/5/2019 12:00",4.01,0,14.4,0.175
"11/6/2019 12:00",4.05,0,15,0.175
"11/7/2019 12:00",4.06,0,16,0.175
"11/8/2019 12:00",4.05,0,18,0.13
"11/9/2019 12:00",4.05,0,15.9,0.13
"11/10/2019 12:00",4.06,0,16.3,0.13
"11/11/2019 12:00",3.9,0,19.9,0.13
"11/12/2019 12:00",3.98,0,19.8,0.09
"11/13/2019 12:00",3.97,1,16.5,0.09
"11/14/2019 12:00",3.95,0,14.5,0.09
"11/15/2019 12:00",3.96,0,12.8,0.09
"11/16/2019 12:00",4,0,14.2,0.09
"11/17/2019 12:00",4,0,15.6,0.09
"11/18/2019 12:00",4,0,12.8,0.065
"11/19/2019 12:00",4,0,13,0.09
"11/20/2019 12:00",4,0,14.1,0.09
"11/21/2019 12:00",4,0,15.3,0.065
"11/22/2019 12:00",4,0,15.7,0.065
"11/23/2019 12:00",4,0,15.9,0.065
"11/24/2019 12:00",4,0,18.9,0.065
"11/25/2019 12:00",4,0,21.4,0.065
"11/26/2019 12:00",4,0,19.8,0.065
"11/27/2019 12:00",4,0,21,0.065
"11/28/2019 12:00",4,0,13.8,0.065
"11/29/2019 12:00",3.78,0,12.3,0.065
"11/30/2019 12:00",3.65,0,14.3,0.065
"12/1/2019 12:00",3.55,0,15.9,0.065
"12/2/2019 12:00",3.56,0,14.9,0.065
"12/3/2019 12:00",3.45,0,14.9,0.065
"12/4/2019 12:00",3.4,0,16.7,0.065
"12/5/2019 12:00",3.35,0,16.1,0.065
"12/6/2019 12:00",3.19,0,17.6,0.065
"12/7/2019 12:00",3.2,0,21.1,0.065
"12/8/2019 12:00",3.1,0,17.7,0.065
"12/9/2019 12:00",3.05,0.8,11.7,0.065
"12/10/2019 12:00",3,0,12.9,0.065
"12/11/2019 12:00",3,0,16.6,0.065
"12/12/2019 12:00",3,0,16.3,0.065
"12/13/2019 12:00",3,0.6,19.1,0.065
"12/14/2019 12:00",2.95,0,19.1,0.065
"12/15/2019 12:00",2.91,0.4,17.2,0.065
"12/16/2019 12:00",2.8,0,17.8,0.065
"12/17/2019 12:00",2.78,0,16.4,0.065
"12/18/2019 12:00",2.75,8.2,13.5,0.28
"12/19/2019 12:00",2.72,3.4,12.2,0.13
"12/20/2019 12:00",2.71,0.4,9.4,0.09
"12/21/2019 12:00",2.6,0,10.3,0.09
"12/22/2019 12:00",2.56,0,12,0.065
"12/23/2019 12:00",2.45,0,13.5,0.065
"12/24/2019 12:00",2.47,0,11.9,0.065
"12/25/2019 12:00",2.38,7.4,11.5,0.065
"12/26/2019 12:00",2.34,0,11.1,0.065
"12/27/2019 12:00",2.31,0,9.8,0.09
"12/28/2019 12:00",2.29,1.6,9.6,0.09
"12/29/2019 12:00",2.25,8.4,7.7,0.09
"12/30/2019 12:00",2.21,6.2,6.2,0.09
"12/31/2019 12:00",2.2,3.8,5.1,0.09
"1/1/2020 12:00",2.17,0,6.7,0.065
"1/2/2020 12:00",2.05,0,10.5,0.05
"1/3/2020 12:00",1.8,0,9.6,0.04
"1/4/2020 12:00",1.89,6,3.2,0.05
"1/5/2020 12:00",1.95,0.2,3.7,0.05
"1/6/2020 12:00",1.78,0,6.6,0.04
"1/7/2020 12:00",1.8,3,8.1,0.04
"1/8/2020 12:00",1.8,9,3.8,0.476
"1/9/2020 12:00",1.8,13,3.5,0.861
"1/10/2020 12:00",1.8,0,4.9,0.476
"1/11/2020 12:00",1.7653,0,7.1,0.23
"1/12/2020 12:00",1.7507,0,5.4,0.18
"1/13/2020 12:00",1.9616,0,6.5,0.13
"1/14/2020 12:00",1.7054,0,5.3,0.13
"1/15/2020 12:00",1.5305,0,7.1,0.13
"1/16/2020 12:00",1.3445,0,7.8,0.13
"1/17/2020 12:00",1.6311,1,8.2,0.09
"1/18/2020 12:00",1.8315,0,8.8,0.09
"1/19/2020 12:00",1.2505,0,8,0.09
"1/20/2020 12:00",1.3344,0,9.6,0.09
"1/21/2020 12:00",1.5515,0,11.4,0.09
"1/22/2020 12:00",2.5024,1.2,8.7,0.09
"1/23/2020 12:00",1.3357,0,7.4,0.13
"1/24/2020 12:00",1.0608,6.8,6.9,0.18
"1/25/2020 12:00",1.1368,0.4,7,0.18
"1/26/2020 12:00",1.72,0,8.7,0.18
"1/27/2020 12:00",0.8035,3.5,7.1,0.35
"1/28/2020 12:00",0.7472,3.2,7,0.78
"1/29/2020 12:00",0.8802,0,7.8,0.48
"1/30/2020 12:00",1.3669,0,-1,0.35
"1/31/2020 12:00",1.58,0,1,0.23
"2/1/2020 12:00",1.7161,0,2.7,0.23
"2/2/2020 12:00",1.5196,0,4.2,0.23
"2/3/2020 12:00",0.7984,0,3.8,0.23
"2/4/2020 12:00",0.6156,0,5.1,0.18
"2/5/2020 12:00",1.4979,0,5.7,0.18
"2/6/2020 12:00",0.9807,0,7,0.35
"2/7/2020 12:00",0.7494,0,7.7,0.23
"2/8/2020 12:00",0.7785,0,5.9,0.23
"2/9/2020 12:00",0.6168,0,5,0.18
"2/10/2020 12:00",0.5381,0,5.1,0.28
"2/11/2020 12:00",0.494,0,4.7,0.48
"2/12/2020 12:00",0.6499,0,5.5,0.41
"2/13/2020 12:00",1.3541,0,3.7,0.28
"2/14/2020 12:00",0.9814,0,3,0.23
"2/15/2020 12:00",0.7571,0,3.3,0.23
"2/16/2020 12:00",0.869,0,4.8,0.23
"2/17/2020 12:00",1.2378,0,5.7,0.18
"2/18/2020 12:00",1.7729,0,7,0.18
"2/19/2020 12:00",2.2881,0,7.7,0.18
"2/20/2020 12:00",1.4619,0,5.9,0.18
"2/21/2020 12:00",0.9923,0,5,0.18
"2/22/2020 12:00",1.1767,0.2,5.1,0.13
"2/23/2020 12:00",0.9972,0,4.7,0.13
"2/24/2020 12:00",0.6706,0,5.5,0.13
"2/25/2020 12:00",0.4424,0,3.7,0.13
"2/26/2020 12:00",0.432,0,3,0.13
"2/27/2020 12:00",0.432,0,3.3,0.13
"2/28/2020 12:00",0.7169,0,4.8,0.13
"2/29/2020 12:00",1.7517,0,4.7,0.13
"3/1/2020 12:00",2.2285,3.2,3.3,0.13
"3/2/2020 12:00",2.0057,6.2,-1.1,0.18
"3/3/2020 12:00",2.0426,5.4,-2,0.18
"3/4/2020 12:00",2.0981,1.8,-2.5,0.18
"3/5/2020 12:00",2.1343,0,-5,0.18
"3/6/2020 12:00",2.4753,0,-3.4,0.18
"3/7/2020 12:00",1.3949,6,-3.5,0.18
"3/8/2020 12:00",1.6528,4.7,-3.3,0.18
"3/9/2020 12:00",1.2143,0,-3.1,0.18
"3/10/2020 12:00",0.3587,0,0.5,0.18
"3/11/2020 12:00",0.3395,2.6,0.4,0.28
"3/12/2020 12:00",0.2991,2.4,-2,0.54
"3/13/2020 12:00",0.3314,7.7,1.5,0.78
"3/14/2020 12:00",0.3303,4.8,3.1,1.23
"3/15/2020 12:00",0.3094,1,3.9,1.03
"3/16/2020 12:00",0.2972,2.4,2.9,0.95
"3/17/2020 12:00",0.8208,0,2.2,0.86
"3/18/2020 12:00",0.4109,2.6,2.5,0.78
"3/19/2020 12:00",0.42,0.6,2.3,0.69
"3/20/2020 12:00",1.0199,0,3.6,0.78
"3/21/2020 12:00",0.8871,3.2,1.5,0.69
"3/22/2020 12:00",1.087,0.6,1.3,0.69
"3/23/2020 12:00",1.1185,5.6,1.1,0.69
"3/24/2020 12:00",0.3241,4.9,-0.2,0.69
"3/25/2020 12:00",0.2635,0.5,-1.8,0.61
"3/26/2020 12:00",0.2907,0,1.5,0.54
"3/27/2020 12:00",0.3015,0,2.9,0.54
"3/28/2020 12:00",0.288,0,2.3,0.48
"3/29/2020 12:00",0.2881,0,0,0.48
"3/30/2020 12:00",0.4164,1.1,-1.4,0.41
"3/31/2020 12:00",0.288,0.2,-2.3,0.41
"4/1/2020 12:00",0.288,0.2,-1.9,0.41
"4/2/2020 12:00",0.362,0,-7.9,0.41
"4/3/2020 12:00",0.5213,0,-3.9,0.41
"4/4/2020 12:00",0.4156,7,1,0.35
"4/5/2020 12:00",0.3614,0,1.8,0.28
"4/6/2020 12:00",0.3058,0,-0.3,0.28
"4/7/2020 12:00",0.3213,12.8,-1.2,0.28
"4/8/2020 12:00",0.3281,0.4,-4.4,0.28
"4/9/2020 12:00",0.4129,17.6,-0.1,0.28
"4/10/2020 12:00",0.4314,4.8,-3.8,0.28
"4/11/2020 12:00",0.4133,0,-1.4,0.28
"4/12/2020 12:00",0.2981,43.8,-2.3,0.28
"4/13/2020 12:00",0.35,0.8,-5.4,0.28
"4/14/2020 12:00",0.4677,0.2,-5.4,0.28
"4/15/2020 12:00",0.4094,0.8,-6.4,0.23
"4/16/2020 12:00",0.388,3.2,-8,0.23
"4/17/2020 12:00",0.2822,0.2,-9.4,0.23
"4/18/2020 12:00",0.3743,0.4,-12.5,0.23
"4/19/2020 12:00",0.2894,0.2,-16.6,0.23
"4/20/2020 12:00",0.2888,0.2,-15.2,0.23
"4/21/2020 12:00",0.3833,0.6,-6.6,0.23
"4/22/2020 12:00",0.432,34.7,-4.5,0.23
"4/23/2020 12:00",0.3924,0,-4.1,0.23
"4/24/2020 12:00",0.3884,0,-3.6,0.23
"4/25/2020 12:00",0.432,0,-2.1,0.23
"4/26/2020 12:00",0.432,0,-2.3,0.18
"4/27/2020 12:00",0.4285,0,-3.1,0.23
"4/28/2020 12:00",0.4338,0,-4.1,0.23
"4/29/2020 12:00",0.4424,0,-2.6,0.23
"4/30/2020 12:00",0.4604,0,-0.4,0.23
"5/1/2020 12:00",0.432,0,-0.1,0.23
"5/2/2020 12:00",0.3721,0,0.3,0.28
"5/3/2020 12:00",0.386,0,-0.5,0.28
"5/4/2020 12:00",0.517,0,-0.1,0.28
"5/5/2020 12:00",0.7922,0,-0.1,0.28
"5/6/2020 12:00",0.4752,0,-2,0.28
"5/7/2020 12:00",0.3757,0,-1.4,0.28
"5/8/2020 12:00",0.3275,0,-1.8,0.28
"5/9/2020 12:00",0.3882,0,-3,0.28
"5/10/2020 12:00",0.4128,1.2,-3.2,0.28
"5/11/2020 12:00",0.3447,0.4,-2.3,0.28
"5/12/2020 12:00",0.3095,3.8,-1.2,0.28
"5/13/2020 12:00",0.4038,1.6,0.3,0.54
"5/14/2020 12:00",0.7717,0.8,1.1,0.61
"5/15/2020 12:00",0.9439,6.1,-2.9,0.54
"5/16/2020 12:00",0.7343,0.2,-4.7,0.48
"5/17/2020 12:00",0.4612,0.2,-1.5,0.41
"5/18/2020 12:00",0.5893,0,2,0.41
"5/19/2020 12:00",0.5422,0.4,-1.1,0.41
"5/20/2020 12:00",0.7563,0.6,-5.2,0.41
"5/21/2020 12:00",0.8202,0,-6.4,0.35
"5/22/2020 12:00",0.8472,0,-7.7,0.35
"5/23/2020 12:00",0.7154,0,-7.7,0.35
"5/24/2020 12:00",0.4664,6.8,-5,0.35
"5/25/2020 12:00",0.4493,6.5,-4.8,0.35
"5/26/2020 12:00",0.4719,7.1,-4.5,0.41
"5/27/2020 12:00",0.4395,0.4,-3.9,0.35
"5/28/2020 12:00",0.4516,0.2,-5.8,0.35
"5/29/2020 12:00",0.5585,0,-12.5,0.41
"5/30/2020 12:00",1.1203,0,-14.2,0.41
"5/31/2020 12:00",1.0924,0,-10.2,0.48
"6/1/2020 12:00",1.0207,0,-10.5,0.41
"6/2/2020 12:00",1.1933,0.6,-9.8,0.35
"6/3/2020 12:00",0.8406,0.4,-6.6,0.35
"6/4/2020 12:00",1.4421,2.5,-2.6,0.35
"6/5/2020 12:00",1.4901,3.4,-2.1,0.35
"6/6/2020 12:00",1.1328,7.6,-1.1,0.35
"6/7/2020 12:00",0.8696,0.4,0.3,0.35
"6/8/2020 12:00",1.2759,0.4,2.3,0.41
"6/9/2020 12:00",1.5795,5.5,0.1,0.54
"6/10/2020 12:00",1.8611,0,-0.5,0.54
"6/11/2020 12:00",1.3866,0,-0.8,0.54
"6/12/2020 12:00",0.965,0,-0.7,0.48
"6/13/2020 12:00",0.8448,0,-7.4,0.41
"6/14/2020 12:00",1.849,6.4,-4.8,0.35
"6/15/2020 12:00",2.4418,0,2.1,0.28
"6/16/2020 12:00",1.8222,0,5.3,0.35
"6/17/2020 12:00",1.8643,0,5.2,0.48
"6/18/2020 12:00",1.8383,0,5.9,0.69
"6/19/2020 12:00",1.1592,0,7,0.95
"6/20/2020 12:00",1.1539,5.6,2.5,1.33
"6/21/2020 12:00",1.0084,18,-2.1,1.33
"6/22/2020 12:00",1.0807,3.9,-2.4,0.86
"6/23/2020 12:00",1.008,0.6,-0.2,0.69
"6/24/2020 12:00",1.008,3.9,-0.9,0.69
"6/25/2020 12:00",1.0164,2.7,-3.7,0.61
"6/26/2020 12:00",0.9958,0.4,-6.7,0.54
"6/27/2020 12:00",1.0218,0,-4.9,0.48
"6/28/2020 12:00",0.9576,3.4,-4.6,0.41
"6/29/2020 12:00",0.9062,4,-5.6,0.41
"6/30/2020 12:00",1.0156,0,-6.6,0.35
"7/1/2020 12:00",1.4726,3.3,-2.8,0.35
"7/2/2020 12:00",1.9159,0.4,-2,0.28
"7/3/2020 12:00",2.2691,0,-4.3,0.28
"7/4/2020 12:00",2.3294,0.6,-1.2,0.28
"7/5/2020 12:00",1.8959,0,3.7,0.28
"7/6/2020 12:00",1.1221,2.4,4.5,0.54
"7/7/2020 12:00",1.5081,28.8,2.8,4.41
"7/8/2020 12:00",1.3236,0.6,2.2,4.01
"7/9/2020 12:00",1.42,3.7,1.5,3.39
"7/10/2020 12:00",1.8,2.6,1.1,3.02
"7/11/2020 12:00",1.85,1.2,2.1,2.65
"7/12/2020 12:00",1.95,7.3,-3,2.05
"7/13/2020 12:00",2.05,2.3,-4.1,2.17
"7/14/2020 12:00",2.12,0,-7.2,2.41
"7/15/2020 12:00",2.23,0.2,-2.3,2.17
"7/16/2020 12:00",2.45,0.4,3.3,2.17
"7/17/2020 12:00",2.46,9.6,0.4,2.65
"7/18/2020 12:00",2.35,0.6,-3.6,2.29
"7/19/2020 12:00",2.55,0,-4.7,2.17
"7/20/2020 12:00",2.56,0,-8,2.05
"7/21/2020 12:00",2.61,0,-5.6,1.94
"7/22/2020 12:00",2.64,8.4,-4.2,1.71
"7/23/2020 12:00",2.69,6.4,-0.3,1.59
"7/24/2020 12:00",2.7,0,2.5,1.71
"7/25/2020 12:00",2.71,0.2,-0.1,1.59
"7/26/2020 12:00",2.74,0,4.2,1.48
"7/27/2020 12:00",2.85,0,8,1.71
"7/28/2020 12:00",2.89,0.4,7.2,1.82
"7/29/2020 12:00",2.91,0.8,2.9,1.94
"7/30/2020 12:00",2.85,0,-1.4,1.71
"7/31/2020 12:00",2.96,3,-4.2,1.48
"8/1/2020 12:00",3.01,0,-5.4,1.17
"8/2/2020 12:00",3.05,0,-5.6,1.06
"8/3/2020 12:00",3.12,5,0.3,1.06
"8/4/2020 12:00",3.15,0.4,5.1,1.06
"8/5/2020 12:00",3,0,4.2,1.06
"8/6/2020 12:00",3.2,0.2,4.7,1.17
"8/7/2020 12:00",3.24,0.2,9,1.38
"8/8/2020 12:00",3.19,0.2,8.4,1.59
"8/9/2020 12:00",3.29,5.2,3.6,1.71
"8/10/2020 12:00",3.3899,2.2,4.9,1.38
"8/11/2020 12:00",3.0826,1.4,6.9,1.38
"8/12/2020 12:00",3.1304,2.4,4.2,1.38
"8/13/2020 12:00",2.684,2.4,3.8,1.48
"8/14/2020 12:00",2.5413,0.8,7.9,1.17
"8/15/2020 12:00",2.8678,0,7.1,1.17
"8/16/2020 12:00",2.268,0,5.5,1.06
"8/17/2020 12:00",2.0304,0.4,9.9,1.27
"8/18/2020 12:00",2.519,0.6,7.6,1.27
"8/19/2020 12:00",2.5638,0,2.2,1.06
"8/20/2020 12:00",2.1379,0,4.6,1.06
"8/21/2020 12:00",2.457,0,4,0.96
"8/22/2020 12:00",3.3464,0,3.7,0.87
"8/23/2020 12:00",3.7493,0,6.2,0.77
"8/24/2020 12:00",2.5739,0.2,10.5,0.77
"8/25/2020 12:00",1.49,0.2,12.8,0.77
"8/26/2020 12:00",1.3794,0,13.5,0.77
"8/27/2020 12:00",2.3712,0.4,13.4,0.68
"8/28/2020 12:00",2.1236,1.2,15.3,0.68
"8/29/2020 12:00",1.6975,0.6,15.7,0.68
"8/30/2020 12:00",2.1537,0.4,13,0.68
"8/31/2020 12:00",1.8167,0,11.9,0.68
"9/1/2020 12:00",1.8457,0,13.4,0.59
"9/2/2020 12:00",1.8805,5.3,12.1,0.5
"9/3/2020 12:00",2.6183,3.6,11.6,0.43
"9/4/2020 12:00",2.9969,0.2,12.3,0.43
"9/5/2020 12:00",2.3339,3.4,9.2,0.43
"9/6/2020 12:00",2.1742,3.1,6.3,0.43
"9/7/2020 12:00",2.2013,1.7,4.9,0.43
"9/8/2020 12:00",2.6139,5.1,4.3,0.5
"9/9/2020 12:00",2.3275,2,5.5,0.5
"9/10/2020 12:00",2.45,5.9,7.7,0.5
"9/11/2020 12:00",2.49,0.6,11.4,0.5
"9/12/2020 12:00",2.51,0.2,9.5,0.5
"9/13/2020 12:00",1.88,3.8,7.7,0.59
"9/14/2020 12:00",2.65,2.9,8.3,0.87
"9/15/2020 12:00",2.7,0.8,8.8,0.87
"9/16/2020 12:00",2.75,0,11.2,0.77
"9/17/2020 12:00",2.76,13.3,12,0.68
"9/18/2020 12:00",2.78,4,10.5,0.68
"9/19/2020 12:00",2.8,0.8,9.2,0.77
"9/20/2020 12:00",2.82,12.8,9,0.96
"9/21/2020 12:00",2.84,11.1,9.1,1.59
"9/22/2020 12:00",2.86,4.5,9.8,1.82
"9/23/2020 12:00",3,10.7,9.5,1.59
"9/24/2020 12:00",3.01,1.5,10.8,1.48
"9/25/2020 12:00",3.05,0.7,12.5,1.27
"9/26/2020 12:00",3.06,24.5,10.8,1.17
"9/27/2020 12:00",3.1,6.1,11.1,1.17
"9/28/2020 12:00",3.12,1.1,10.5,1.17
"9/29/2020 12:00",3.15,1.6,9.1,1.06
"9/30/2020 12:00",3.18,7.2,10.8,1.06
"10/1/2020 12:00",3.2,0.2,11.7,1.06
"10/2/2020 12:00",3.3,11.7,10.9,1.17
"10/3/2020 12:00",3.5,6.5,9.1,2.53
"10/4/2020 12:00",3.4,0.4,8.9,2.17
"10/5/2020 12:00",3.6,2.1,9.2,1.82
"10/6/2020 12:00",3.7,4.6,9.6,1.59
"10/7/2020 12:00",3.4,9.9,6.9,2.17
"10/8/2020 12:00",3.5,0.2,9,1.94
"10/9/2020 12:00",3.6,4.8,9.3,1.82
"10/10/2020 12:00",3.6,0,9.6,1.59
"10/11/2020 12:00",3.4,5,11.5,1.48
"10/12/2020 12:00",3.5,1,10,1.06
"10/13/2020 12:00",3.8,0.2,11.8,1.06
"10/14/2020 12:00",3.7,0.2,13.9,0.96
"10/15/2020 12:00",3.89,3,11.2,0.96
"10/16/2020 12:00",3.84,1,11.6,0.96
"10/17/2020 12:00",3.91,0.6,13.3,0.87
"10/18/2020 12:00",3.94,0,15.2,0.87
"10/19/2020 12:00",3.95,0,15.5,0.87
"10/20/2020 12:00",3.95,0,12.7,0.87
"10/21/2020 12:00",4,0,10.6,0.87
"10/22/2020 12:00",4,0,10.6,0.87
"10/23/2020 12:00",4,0,13.2,0.87
"10/24/2020 12:00",4,0,13,0.87
"10/25/2020 12:00",4,2.9,13.8,0.96
"10/26/2020 12:00",4,8.2,13.4,0.96
"10/27/2020 12:00",4,0.2,13.2,0.96
"10/28/2020 12:00",4,0.2,13.4,0.96
"10/29/2020 12:00",4,0.2,14.1,0.96
"10/30/2020 12:00",4,0,15.2,0.96
"10/31/2020 12:00",4.01,0,14.5,0.96
